row_id,sample_id,path,folder,origin,family,split,sample_label,label,operator,edge_cases,line,handle,resource_call,resource_type,scope,class_name,verdict,exposure,leaking_path_fraction,escapes_return,escapes_self_attr,escapes_container,escapes_call_arg,callee_closes_param,close_present_but_unguarded,in_loop,raising_call_between,reassigned_before_close,resource_type_weight,is_test_or_script_file,is_async_resource,callee_name_suggests_close,escape_disposed_downstream,escape_recipient_unknown,container_drained_in_module
E-0051#7:handle,E-0051,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__file_gzip__ingest.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,handle,gzip.open,FILE,_acquire_file_gzip,,UNKNOWN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0052#7:handle,E-0052,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__file_gzip__billing.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,handle,gzip.open,FILE,_acquire_file_gzip,,UNKNOWN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0053#7:handle,E-0053,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__file_temp__ingest.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,handle,tempfile.NamedTemporaryFile,FILE,_acquire_file_temp,,UNKNOWN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0054#7:handle,E-0054,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__file_temp__billing.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,handle,tempfile.NamedTemporaryFile,FILE,_acquire_file_temp,,UNKNOWN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0055#7:connection,E-0055,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__socket_raw__ingest.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,connection,socket.socket,SOCKET,_acquire_socket_raw,,UNKNOWN,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0056#7:connection,E-0056,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__socket_raw__billing.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,connection,socket.socket,SOCKET,_acquire_socket_raw,,UNKNOWN,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0057#7:connection,E-0057,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__socket_connect__ingest.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,connection,socket.create_connection,SOCKET,_acquire_socket_connect,,UNKNOWN,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0058#7:connection,E-0058,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__socket_connect__billing.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,connection,socket.create_connection,SOCKET,_acquire_socket_connect,,UNKNOWN,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0059#7:connection,E-0059,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__http_conn__ingest.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,connection,http.client.HTTPSConnection,SOCKET,_acquire_http_conn,,UNKNOWN,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0060#7:connection,E-0060,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__http_conn__billing.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,connection,http.client.HTTPSConnection,SOCKET,_acquire_http_conn,,UNKNOWN,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0061#7:session,E-0061,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__session__ingest.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,session,requests.Session,SESSION,_acquire_session,,UNKNOWN,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0
E-0062#7:session,E-0062,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__session__billing.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,session,requests.Session,SESSION,_acquire_session,,UNKNOWN,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0
E-0063#7:connection,E-0063,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__sqlite__ingest.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,connection,sqlite3.connect,DB,_acquire_sqlite,,UNKNOWN,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0064#7:connection,E-0064,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__sqlite__billing.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,connection,sqlite3.connect,DB,_acquire_sqlite,,UNKNOWN,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
E-0065#7:connection,E-0065,dataset/real_code/escapes/return_owned_by_class/return_owned_by_class__postgres__ingest.py,real_code,escapes,escape:return_owned_by_class,train,0,0,,EC-OWN-01|EC-OWN-03,7,connection,psycopg2.connect,DB,_acquire_postgres,,UNKNOWN,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
